ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,id
746.774193548387,66.79452186543007,31.812067318618922,49.729267036627355,0.6496815286624203,0.2929936305732484,39.00000000000318,35.16358784103879,71.68381627679119,7918.88747361876,0.4905373300057349,0
846.2847682119208,70.95678915320971,41.44746140453372,68.72661389612642,0.788135593220339,0.4322033898305085,42.999999999992724,48.596492783818626,76.54507157160235,11686.16552524682,0.6348742222856261,0
850.407894736842,71.44065951830252,42.25909136398183,72.02065530051783,0.7815126050420168,0.48739495798319327,43.49999999999454,50.872451138773606,67.72931321557415,10824.533973891534,0.7511142328706744,0
854.7195767195767,59.946013523727856,27.49750787190477,48.26246153451042,0.7182320441988951,0.30939226519337015,36.99999999999818,34.097560486738004,75.59937720891797,8098.254088320774,0.4510296479362496,0
855.1111111111109,67.4384166130359,30.938805245749965,48.24351214503871,0.6740331491712708,0.26519337016574585,39.99999999998181,34.103820485635026,83.23021050399353,8917.310712652172,0.40975290437357076,0
776.9144385026736,54.749337945160455,34.03613041274515,51.72289130578412,0.6467065868263473,0.25149700598802394,27.999999999999545,36.5641902985858,65.27370914044774,7497.977367651761,0.5601671910494865,0
730.0227272727271,123.2027594578003,22.805978897744982,35.41510595395591,0.5,0.14864864864864866,28.999999999987267,25.03733151357725,129.05746882421593,10151.285811428877,0.19400141457663025,0
468.8101265822781,155.51743570688416,16.997094589660122,36.13308733003838,0.7142857142857143,0.17142857142857143,63.00000000000182,25.523066798008447,187.2659355361912,15015.559331141952,0.13629316364948732,0
708.3065693430657,137.32281547606897,33.114118650657055,49.483191155144155,0.5747126436781609,0.22988505747126436,42.000000000007276,34.94207879323126,148.50568929930222,16302.03057451749,0.23529117946995343,0
751.8930817610064,120.54851530953357,28.685092925602742,40.69198199122191,0.4715447154471545,0.13821138211382114,38.00000000000182,28.4759738955259,123.77465403369914,11072.869458902938,0.23006304576519337,0
770.1984126984129,131.03083484439813,25.08550683285531,37.75352396040189,0.38571428571428573,0.12857142857142856,30.0,25.677316679060496,118.09848406637441,9526.72947436622,0.21742291513775214,0
